Stock Px,Call Px, Put Px,
10,0,53.713
20,5.8093e-15,43.713
30,3.0197e-07,33.713
40,0.0019641,23.715
50,0.18893,13.902
60,2.1329,5.8458
70,7.9005,1.6134
80,16.588,0.30061
90,26.328,0.040878
100,36.292,0.0044181
